source_url,page_type,last_crawl,last_crawl_age_days,production_status,dist_exists,indexability,in_sitemap,canonical,internal_links,thin_risk,duplicate_risk,cannibalization_risk,canonical_mismatch,noindex_history_signal,recommended_action,priority,reason
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค/,blog,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค/,75,medium,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตาก/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตาก/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/คีย์บอร์ดเสีย/,location_child,2026-07-04,26,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/คีย์บอร์ดเสีย/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม/,blog,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม/,11,medium,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สตูล/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สตูล/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชัยนาท/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชัยนาท/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/วิธีขายโน๊ตบุ๊ค/,core,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/วิธีขายโน๊ตบุ๊ค/,12,low,medium,low,false,none observed,HOLD_MONITOR,P1,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/,location_or_service,2026-07-04,26,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงราย/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงราย/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สระบุรี/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สระบุรี/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบุรี/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบุรี/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครศรีธรรมราช/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครศรีธรรมราช/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชุมพร/ไฟไม่เข้า/,location_child,2026-07-03,27,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชุมพร/ไฟไม่เข้า/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ประจวบคีรีขันธ์/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ประจวบคีรีขันธ์/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตรัง/,location_or_service,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตรัง/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อ-hp-pavilion-envy-elitebook-probook-ราคาเท่าไหร่/,blog,2026-07-03,27,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อ-hp-pavilion-envy-elitebook-probook-ราคาเท่าไหร่/,3,medium,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/dell/,location_child,2026-06-17,43,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/dell/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/เปิดไม่ติด/,location_child,2026-06-16,44,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/เปิดไม่ติด/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/จอแตก/,location_child,2026-06-15,45,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/จอแตก/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บึงกาฬ/gaming/,location_child,2026-06-15,45,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บึงกาฬ/gaming/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/เมนบอร์ดเสีย/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/เมนบอร์ดเสีย/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/จอแตก/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/จอแตก/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุพรรณบุรี/ใช้งานปกติ/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุพรรณบุรี/ใช้งานปกติ/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/ฮาร์ดดิสก์เสีย/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/ฮาร์ดดิสก์เสีย/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/จอแตก/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/จอแตก/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ระนอง/แบตเสื่อม/,location_child,2026-06-14,46,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ระนอง/แบตเสื่อม/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองบัวลำภู/dell/,location_child,2026-06-13,47,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองบัวลำภู/dell/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/acer/,location_child,2026-06-13,47,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/acer/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/ทัชสกรีนเสีย/,location_child,2026-06-13,47,200,true,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/ทัชสกรีนเสีย/,1,medium,high,medium,false,current noindex,KEEP_NOINDEX,P1,Current generated child route is intentionally noindex and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม/,blog,2026-06-11,49,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม/,3,medium,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุรินทร์/,location_or_service,2026-06-10,50,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุรินทร์/,27,low,medium,low,false,none observed,HOLD_MONITOR,P2,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก/,blog,2026-06-10,50,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก/,3,low,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม/,blog,2026-06-09,51,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม/,20,low,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก/,blog,2026-06-09,51,200,true,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก/,8,low,medium,low,false,none observed,HOLD_MONITOR,P3,Indexable route remains crawled-not-indexed; monitor and review quality/internal links without forcing indexation.
