source_url,old_status,fresh_status,reconciliation,old_action,fresh_action,old_confidence,fresh_confidence,fresh_last_crawl,evidence
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปัตตานี/hp-omen-16/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/ssd-เสีย/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/lenovo-yoga/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/macbook-keyboard-issue/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-22,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/msi-cyborg-15/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แม่ฮ่องสอน/huawei/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-18,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/macbook-screen-crack/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นราธิวาส/acer-travelmate/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-16,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/asus-zenbook/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/มุกดาหาร/asus-vivobook/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบูรณ์/alienware-m18/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/macbook-keyboard-issue/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/alienware-m16/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ศรีสะเกษ/ช่องหูฟังเสีย/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุทัยธานี/hp-envy-x360/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/พอร์ต-usb-เสีย/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/รังสิต/macbook-no-box-no-receipt/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/ssd-เสีย/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำพูน/msi-cyborg-15/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/macbook-air-15/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/surface-pro/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลพบุรี/acer-nitro-v/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บางนา/thinkpad-e14-e15/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/macbook-air-m2/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุโขทัย/macbook-pro-m1/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/พอร์ตแลนเสีย/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/บอดี้แตก/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุโขทัย/asus-zephyrus/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครสวรรค์/msi-stealth-16/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-18,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองคาย/thinkpad-x1-carbon/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชัยภูมิ/macbook-charge-port/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/macbook-mdm/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/asus-zephyrus-g16/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สกลนคร/acer-nitro-v/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บางนา/macbook-mdm/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สระแก้ว/surface-pro/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/dell-g15-g16/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/acer-predator-neo/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครราชสีมา/hp-pavilion/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แม่ฮ่องสอน/macbook-pro-m1/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-16,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครสวรรค์/hp-victus-15/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/มหาสารคาม/macbook-battery-health/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/lenovo-legion-slim/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชลบุรี/hdmi-เสีย/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำพูน/macbook-mdm/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กาญจนบุรี/asus-zephyrus-g16/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/รังสิต/macbook-mdm/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-16,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำพูน/hp-omen-16/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/มุกดาหาร/lenovo-legion-5/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ศรีสะเกษ/acer-nitro-17/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/lg/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-17,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/alienware-m15-r7-r8/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองคาย/hp-spectre-x360/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/น่าน/บอดี้แตก/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-16,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/macbook-mdm/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นนทบุรี/macbook-air-m4/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/honor-magicbook/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-15,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/asus-vivobook/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชลบุรี/alienware-m16/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/น่าน/พอร์ตแลนเสีย/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปทุมธานี/acer-predator-helios/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-15,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปัตตานี/macbook-battery-health/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/macbook-air-m5/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำพูน/asus-expertbook/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ศรีสะเกษ/acer-travelmate/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชลบุรี/macbook-battery-health/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เลย/lenovo-ideapad-3-5/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/msi-stealth-14/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/macbook-pro-m2/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/acer-predator-helios/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/lenovo-legion-pro-7/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สตูล/lenovo-loq-15-16/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/hp-elitebook/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตาก/thinkpad-x1-carbon/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรสาคร/macbook-battery-swollen/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/acer-aspire-5/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-15,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองคาย/gigabyte/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-22,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/acer-aspire-5/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครราชสีมา/macbook-battery-swollen/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/จอมีเส้น/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ขอนแก่น/macbook-pro-16/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-06-15,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุราษฎร์ธานี/surface-laptop/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชุมพร/ช่องหูฟังเสีย/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-04,Fresh 2026-07-30 export: Not found (404)
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/dell-latitude/,Not found (404),,missing_from_fresh_examples,KEEP_404,KEEP_404,medium,limited,,"Not present in capped 1,000-row 404 export; cannot infer removal from GSC."
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุรินทร์/alienware-m15-r7-r8/,Not found (404),Not found (404),same_status,KEEP_404,KEEP_404,medium,high,2026-07-03,Fresh 2026-07-30 export: Not found (404)
