source_file,line,field,context,generated_url,output_location,root_cause,recommended_fix,selected_for_change
src/content/brands/acer.md,4,description,description: รับซื้อโน๊ตบุ๊ค Acer มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามรุ่นย่อย สเปกภายใน และสภาพความสมบูรณ์ของเครื่องจริง ส่งรูปประเมินราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/acer.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค Acer มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-expertbook.md,4,description,description: รับซื้อ Asus ExpertBook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องธุรกิจ และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-expertbook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-expertbook.md,7,pageH1,pageH1: รับซื้อ Asus ExpertBook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-expertbook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-rog-strix.md,4,description,description: รับซื้อ Asus ROG Strix มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และบอดี้พรีเมียม ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-rog-strix/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-rog-strix.md,7,pageH1,pageH1: รับซื้อ Asus ROG Strix มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-rog-strix/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-tuf-a15-f15.md,4,description,description: รับซื้อ Asus TUF Gaming A15 / F15 มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-tuf-a15-f15/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-vivobook.md,4,description,description: รับซื้อ Asus Vivobook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพการใช้งานจริง และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-vivobook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-vivobook.md,7,pageH1,pageH1: รับซื้อ Asus Vivobook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-vivobook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-zenbook.md,4,description,description: รับซื้อ Asus Zenbook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพตัวเครื่องโลหะพรีเมียม และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zenbook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-zenbook.md,7,pageH1,pageH1: รับซื้อ Asus Zenbook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zenbook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-zephyrus.md,4,description,description: รับซื้อ Asus Zephyrus มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และบอดี้พรีเมียม ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว ตอบกลับไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zephyrus/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus-zephyrus.md,7,pageH1,pageH1: รับซื้อ Asus Zephyrus มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zephyrus/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus.md,4,description,description: รับซื้อโน๊ตบุ๊ค Asus มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพการใช้งานจริง และพอร์ตเชื่อมต่อ ส่งรูปเช็คราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว ตอบกลับรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/asus.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค Asus มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell-latitude.md,4,description,description: รับซื้อ Dell Latitude มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของตัวเครื่ององค์กร และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-latitude/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell-latitude.md,7,pageH1,pageH1: รับซื้อ Dell Latitude มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-latitude/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell-vostro.md,4,description,description: รับซื้อ Dell Vostro มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องธุรกิจ และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-vostro/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell-vostro.md,7,pageH1,pageH1: รับซื้อ Dell Vostro มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell-vostro/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell.md,4,description,description: รับซื้อโน๊ตบุ๊ค Dell มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามซีรีส์ สเปก และรหัส Service Tag จริง ส่งรูปเช็คราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว ตอบกลับไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/dell.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค Dell มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/dell/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-elitebook.md,4,description,description: รับซื้อ HP EliteBook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องระดับองค์กร และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-elitebook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-elitebook.md,7,pageH1,pageH1: รับซื้อ HP EliteBook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-elitebook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-pavilion.md,4,description,description: รับซื้อ HP Pavilion มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพการใช้งานจริง และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-pavilion/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-pavilion.md,7,pageH1,pageH1: รับซื้อ HP Pavilion มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-pavilion/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-probook.md,4,description,description: รับซื้อ HP ProBook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องทำงาน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-probook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-probook.md,7,pageH1,pageH1: รับซื้อ HP ProBook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-probook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-victus-15.md,4,description,description: รับซื้อ HP Victus 15 มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-15/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-victus-15.md,7,pageH1,pageH1: รับซื้อ HP Victus 15 มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-15/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-victus-16.md,4,description,description: รับซื้อ HP Victus 16 มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-16/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp-victus-16.md,7,pageH1,pageH1: รับซื้อ HP Victus 16 มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-victus-16/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp.md,4,description,description: รับซื้อโน๊ตบุ๊ค HP มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามซีรีส์ สเปก และรหัสเครื่องจริง ส่งรูปประเมินราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว ตอบกลับรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/hp.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค HP มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/huawei.md,4,description,description: รับซื้อโน๊ตบุ๊ค Huawei มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพจริงของเครื่องบางเบา และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/huawei.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค Huawei มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-legion-pro.md,4,description,description: รับซื้อ Lenovo Legion Pro มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-legion-pro.md,7,pageH1,pageH1: รับซื้อ Lenovo Legion Pro มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-pro/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-legion-slim.md,4,description,description: รับซื้อ Lenovo Legion Slim มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และบอดี้บางเบา ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-legion-slim.md,7,pageH1,pageH1: รับซื้อ Lenovo Legion Slim มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-legion-slim/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-loq-15-16.md,4,description,description: รับซื้อ Lenovo LOQ มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปกการ์ดจอแยก สภาพพัดลมระบายความร้อน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-loq-15-16.md,7,pageH1,pageH1: รับซื้อ Lenovo LOQ 15 / 16 มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-loq-15-16/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-thinkbook.md,4,description,description: รับซื้อ Lenovo ThinkBook มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องทำงาน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-thinkbook.md,7,pageH1,pageH1: รับซื้อ Lenovo ThinkBook มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-yoga.md,4,description,description: รับซื้อ Lenovo Yoga มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพบานพับ 360 องศา ระบบทัชสกรีน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo-yoga.md,7,pageH1,pageH1: รับซื้อ Lenovo Yoga มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo.md,4,description,description: รับซื้อโน๊ตบุ๊ค Lenovo มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามซีรีส์ สเปก และสภาพความสมบูรณ์จริง ส่งรูปและรายละเอียดเช็คราคาทาง LINE @webuy ได้อย่างรวดเร็ว ตอบกลับไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/lenovo.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค Lenovo มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
