source_url,gsc_status,pattern_group,current_http_status,exists_in_source,exists_in_dist,in_sitemap,current_canonical,page_type,historical_intent,replacement_candidate,replacement_similarity,recommended_action,reason,evidence,confidence,priority,implementation_batch,manual_review_required
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/msi-modern/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in พังงา by msi-modern attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-modern/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/msi-stealth-16/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in กรุงเทพ by msi-stealth-16 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปัตตานี/hp-omen-16/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in ปัตตานี by hp-omen-16 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-omen-16/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/ssd-เสีย/,Not found (404),P03_LOCATION_X_CONDITION,404 expected,false,false,false,,location_x_attribute,sell notebook in พิษณุโลก by ssd-เสีย attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/lenovo-yoga/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in พัทยา by lenovo-yoga attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/macbook-keyboard-issue/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in สงขลา by macbook-keyboard-issue attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/msi-cyborg-15/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in อุดรธานี by msi-cyborg-15 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แม่ฮ่องสอน/huawei/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in แม่ฮ่องสอน by huawei attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/huawei/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/macbook-screen-crack/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in ภูเก็ต by macbook-screen-crack attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นราธิวาส/acer-travelmate/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in นราธิวาส by acer-travelmate attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-travelmate/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/asus-zenbook/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in ตราด by asus-zenbook attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-zenbook/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/มุกดาหาร/asus-vivobook/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in มุกดาหาร by asus-vivobook attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/asus-vivobook/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบูรณ์/alienware-m18/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in เพชรบูรณ์ by alienware-m18 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-m18/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/macbook-keyboard-issue/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in อุตรดิตถ์ by macbook-keyboard-issue attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/alienware-m16/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in อ่างทอง by alienware-m16 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/alienware-m16/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ศรีสะเกษ/ช่องหูฟังเสีย/,Not found (404),P03_LOCATION_X_CONDITION,404 expected,false,false,false,,location_x_attribute,sell notebook in ศรีสะเกษ by ช่องหูฟังเสีย attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุทัยธานี/hp-envy-x360/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in อุทัยธานี by hp-envy-x360 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/hp-envy-x360/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กำแพงเพชร/พอร์ต-usb-เสีย/,Not found (404),P03_LOCATION_X_CONDITION,404 expected,false,false,false,,location_x_attribute,sell notebook in กำแพงเพชร by พอร์ต-usb-เสีย attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/รังสิต/macbook-no-box-no-receipt/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in รังสิต by macbook-no-box-no-receipt attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/ssd-เสีย/,Not found (404),P03_LOCATION_X_CONDITION,404 expected,false,false,false,,location_x_attribute,sell notebook in ห้วยขวาง by ssd-เสีย attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำพูน/msi-cyborg-15/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in ลำพูน by msi-cyborg-15 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/macbook-air-15/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in พิษณุโลก by macbook-air-15 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/surface-pro/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in นครปฐม by surface-pro attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-pro/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลพบุรี/acer-nitro-v/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in ลพบุรี by acer-nitro-v attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/acer-nitro-v/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บางนา/thinkpad-e14-e15/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in บางนา by thinkpad-e14-e15 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/macbook-air-m2/,Not found (404),P04_LOCATION_X_MODEL,404 expected,false,false,false,,location_x_attribute,sell notebook in พัทลุง by macbook-air-m2 attribute,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,medium,KEEP_404,"A generic attribute page exists, but it is not an equivalent replacement because it discards location intent; keep 404 and do not mass-redirect.",GSC export 2026-06-21; last crawl 2026-06-13; dist=false; sitemap=false; noindex=n/a; internal_links=0; no matching page-level performance row; template=none found,medium,P3,none,false
