URL,Type,Changed?,Before hash,After hash,Reason,Approved workstream,Source
/รับซื้อโน๊ตบุ๊ค/samsung/,Brand,no,2bd12b9b6ffb60d8,2bd12b9b6ffb60d8,,,src/content/brands/samsung.md
/รับซื้อโน๊ตบุ๊ค/surface-book/,Series,yes,d89fa1bd4571563c,a2378196677ed383,series_model_authority_enrichment,B,src/content/brands/surface-book.md
/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,Model,yes,51a68d7263b4052c,8605e1edc01fcb12,series_model_authority_enrichment,B,src/content/brands/surface-laptop-go.md
/รับซื้อโน๊ตบุ๊ค/surface-laptop/,Series,yes,0a05f2524225d246,0bfd97495c959626,series_model_authority_enrichment,B,src/content/brands/surface-laptop.md
/รับซื้อโน๊ตบุ๊ค/surface-pro/,Series,yes,bb7bbb45a2365e16,543973b1703ff430,series_model_authority_enrichment,B,src/content/brands/surface-pro.md
/รับซื้อโน๊ตบุ๊ค/surface/,Brand,no,6e5361edcc3481aa,6e5361edcc3481aa,,,src/content/brands/surface.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,Model,no,b96cc6344c2537c8,b96cc6344c2537c8,,,src/content/brands/thinkpad-e14-e15.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,Series,yes,0f52853a5853b30e,34352b67fa8ef65c,series_model_authority_enrichment,B,src/content/brands/thinkpad-t14.md
/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,Model,no,5fddc607c7221872,5fddc607c7221872,,,src/content/brands/thinkpad-x1-carbon.md
/รับซื้อโน๊ตบุ๊ค/hdmi-เสีย/,Condition,no,3ba16fcedb93d0be,3ba16fcedb93d0be,,,src/content/conditions/hdmi-เสีย.md
/รับซื้อโน๊ตบุ๊ค/macbook-battery-health/,Condition,no,5f340a7962611d0d,5f340a7962611d0d,,,src/content/conditions/macbook-battery-health.md
/รับซื้อโน๊ตบุ๊ค/macbook-battery-swollen/,Condition,no,795e183fce224907,795e183fce224907,,,src/content/conditions/macbook-battery-swollen.md
/รับซื้อโน๊ตบุ๊ค/macbook-charge-port/,Condition,no,826f689a4e60d307,826f689a4e60d307,,,src/content/conditions/macbook-charge-port.md
/รับซื้อโน๊ตบุ๊ค/macbook-cycle-count/,Condition,no,1ea5d76a5f925704,1ea5d76a5f925704,,,src/content/conditions/macbook-cycle-count.md
/รับซื้อโน๊ตบุ๊ค/macbook-keyboard-issue/,Condition,no,a4390edb3bc931dd,a4390edb3bc931dd,,,src/content/conditions/macbook-keyboard-issue.md
/รับซื้อโน๊ตบุ๊ค/macbook-mdm/,Condition,no,26fdab73334729ab,26fdab73334729ab,,,src/content/conditions/macbook-mdm.md
/รับซื้อโน๊ตบุ๊ค/macbook-no-box-no-receipt/,Condition,no,98137c9b419c26fd,98137c9b419c26fd,,,src/content/conditions/macbook-no-box-no-receipt.md
/รับซื้อโน๊ตบุ๊ค/macbook-screen-crack/,Condition,no,ec84ad633a7a88d5,ec84ad633a7a88d5,,,src/content/conditions/macbook-screen-crack.md
/รับซื้อโน๊ตบุ๊ค/ssd-เสีย/,Condition,no,495e159eb741faa6,495e159eb741faa6,,,src/content/conditions/ssd-เสีย.md
/รับซื้อโน๊ตบุ๊ค/wifi-ไม่ติด/,Condition,no,54798e6adfba679d,54798e6adfba679d,,,src/content/conditions/wifi-ไม่ติด.md
/รับซื้อโน๊ตบุ๊ค/กล้องเสีย/,Condition,no,1a2e765cec02f741,1a2e765cec02f741,,,src/content/conditions/กล้องเสีย.md
/รับซื้อโน๊ตบุ๊ค/คีย์บอร์ดเสีย/,Condition,no,768a8f09d23f4e0d,768a8f09d23f4e0d,,,src/content/conditions/คีย์บอร์ดเสีย.md
/รับซื้อโน๊ตบุ๊ค/ค้างบ่อย/,Condition,no,a083add00ba8c5ca,a083add00ba8c5ca,,,src/content/conditions/ค้างบ่อย.md
/รับซื้อโน๊ตบุ๊ค/จอฟ้า/,Condition,no,cd469adff9915236,cd469adff9915236,,,src/content/conditions/จอฟ้า.md
/รับซื้อโน๊ตบุ๊ค/จอมีเส้น/,Condition,no,a327b796705bf7bd,a327b796705bf7bd,,,src/content/conditions/จอมีเส้น.md
/รับซื้อโน๊ตบุ๊ค/จอแตก/,Condition,no,c60db54a87fb1a3b,c60db54a87fb1a3b,,,src/content/conditions/จอแตก.md
/รับซื้อโน๊ตบุ๊ค/จอไม่ติดแต่เครื่องติด/,Condition,no,bfa79d168604e600,bfa79d168604e600,,,src/content/conditions/จอไม่ติดแต่เครื่องติด.md
/รับซื้อโน๊ตบุ๊ค/ช่องหูฟังเสีย/,Condition,no,e2b9460dc2b57ce3,e2b9460dc2b57ce3,,,src/content/conditions/ช่องหูฟังเสีย.md
/รับซื้อโน๊ตบุ๊ค/ตกรุ่น/,Condition,no,3d6e4078102cae98,3d6e4078102cae98,,,src/content/conditions/ตกรุ่น.md
/รับซื้อโน๊ตบุ๊ค/ทัชสกรีนเสีย/,Condition,no,c425bf9558deb331,c425bf9558deb331,,,src/content/conditions/ทัชสกรีนเสีย.md
/รับซื้อโน๊ตบุ๊ค/ทัชแพดเสีย/,Condition,no,ba749861860c9795,ba749861860c9795,,,src/content/conditions/ทัชแพดเสีย.md
/รับซื้อโน๊ตบุ๊ค/บลูทูธใช้ไม่ได้/,Condition,no,367f91be01f15bcd,367f91be01f15bcd,,,src/content/conditions/บลูทูธใช้ไม่ได้.md
/รับซื้อโน๊ตบุ๊ค/บอดี้แตก/,Condition,no,1bda7ad45f4b16d1,1bda7ad45f4b16d1,,,src/content/conditions/บอดี้แตก.md
/รับซื้อโน๊ตบุ๊ค/บานพับแตก/,Condition,no,a5df55afe0ce9ed5,a5df55afe0ce9ed5,,,src/content/conditions/บานพับแตก.md
/รับซื้อโน๊ตบุ๊ค/บูตวน/,Condition,no,14c65be0d8836390,14c65be0d8836390,,,src/content/conditions/บูตวน.md
/รับซื้อโน๊ตบุ๊ค/ฝาหลังบวม/,Condition,no,d3c247b8128cc13f,d3c247b8128cc13f,,,src/content/conditions/ฝาหลังบวม.md
/รับซื้อโน๊ตบุ๊ค/พอร์ต-type-c-เสีย/,Condition,no,4c4bfb1edb3ecc09,4c4bfb1edb3ecc09,,,src/content/conditions/พอร์ต-type-c-เสีย.md
/รับซื้อโน๊ตบุ๊ค/พอร์ต-usb-เสีย/,Condition,no,439752c0db007a5a,439752c0db007a5a,,,src/content/conditions/พอร์ต-usb-เสีย.md
/รับซื้อโน๊ตบุ๊ค/พอร์ตแลนเสีย/,Condition,no,2666f5cf96103758,2666f5cf96103758,,,src/content/conditions/พอร์ตแลนเสีย.md
/รับซื้อโน๊ตบุ๊ค/พัดลมดัง/,Condition,no,385a996a7b526274,385a996a7b526274,,,src/content/conditions/พัดลมดัง.md
/รับซื้อโน๊ตบุ๊ค/รีสตาร์ทเอง/,Condition,no,6db8f6fbfc92e533,6db8f6fbfc92e533,,,src/content/conditions/รีสตาร์ทเอง.md
/รับซื้อโน๊ตบุ๊ค/ร้อนจัดดับเอง/,Condition,no,acf776127e7aeef7,acf776127e7aeef7,,,src/content/conditions/ร้อนจัดดับเอง.md
/รับซื้อโน๊ตบุ๊ค/ลำโพงเสีย/,Condition,no,71ab58b84f66bae9,71ab58b84f66bae9,,,src/content/conditions/ลำโพงเสีย.md
/รับซื้อโน๊ตบุ๊ค/ฮาร์ดดิสก์เสีย/,Condition,no,fc53427661c642de,fc53427661c642de,,,src/content/conditions/ฮาร์ดดิสก์เสีย.md
/รับซื้อโน๊ตบุ๊ค/เครื่องเก่า/,Condition,no,d168d4d3865652f6,d168d4d3865652f6,,,src/content/conditions/เครื่องเก่า.md
/รับซื้อโน๊ตบุ๊ค/เครื่องเสีย/,Condition,no,ce7f21a2fad84af3,ce7f21a2fad84af3,,,src/content/conditions/เครื่องเสีย.md
/รับซื้อโน๊ตบุ๊ค/เปิดไม่ติด/,Condition,no,ceb2c9337acbf5b2,ceb2c9337acbf5b2,,,src/content/conditions/เปิดไม่ติด.md
/รับซื้อโน๊ตบุ๊ค/เมนบอร์ดเสีย/,Condition,no,4871ff11894988b1,4871ff11894988b1,,,src/content/conditions/เมนบอร์ดเสีย.md
/รับซื้อโน๊ตบุ๊ค/แบตเสื่อม/,Condition,no,eed4d7fa60d5ec22,eed4d7fa60d5ec22,,,src/content/conditions/แบตเสื่อม.md
/รับซื้อโน๊ตบุ๊ค/โดนน้ำ/,Condition,no,820e164a98093920,820e164a98093920,,,src/content/conditions/โดนน้ำ.md
/รับซื้อโน๊ตบุ๊ค/ใช้งานปกติ/,Condition,no,2c1fe405fe5b50be,2c1fe405fe5b50be,,,src/content/conditions/ใช้งานปกติ.md
/รับซื้อโน๊ตบุ๊ค/ไฟไม่เข้า/,Condition,no,5428d7f2737ce84f,5428d7f2737ce84f,,,src/content/conditions/ไฟไม่เข้า.md
/รับซื้อโน๊ตบุ๊ค/ไม่มีที่ชาร์จ/,Condition,no,925332a8939b7c8c,925332a8939b7c8c,,,src/content/conditions/ไม่มีที่ชาร์จ.md
/รับซื้อโน๊ตบุ๊ค/กระบี่/,Province,no,3d1c6eb12f75d4e1,3d1c6eb12f75d4e1,,,src/content/locations/กระบี่.md
/รับซื้อโน๊ตบุ๊ค/กรุงเทพ/,Province,no,d3ff9efa4d01f08b,d3ff9efa4d01f08b,,,src/content/locations/กรุงเทพ.md
