URL,Brand,Series,Model,Page type,Dataset source,Verified fields count,Content score,Word count,Inbound links,Related pages,Unique data available,Enrichment priority,Evidence quality
/รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,lenovo,lenovo-thinkbook,,Series,src/content/brands/lenovo-thinkbook.md,9,91,677,TBD,/รับซื้อโน๊ตบุ๊ค/lenovo/ | /รับซื้อโน๊ตบุ๊ค/lenovo-thinkbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,lenovo,lenovo-yoga,,Series,src/content/brands/lenovo-yoga.md,9,94,704,TBD,/รับซื้อโน๊ตบุ๊ค/lenovo/ | /รับซื้อโน๊ตบุ๊ค/lenovo-yoga/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/lg-gram/,lg,lg-gram,,Series,src/content/brands/lg-gram.md,9,87,410,TBD,/รับซื้อโน๊ตบุ๊ค/lg/ | /รับซื้อโน๊ตบุ๊ค/lg-gram/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-13/,macbook,,macbook-air-13,Model,src/content/brands/macbook-air-13.md,9,93,478,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-15/,macbook,,macbook-air-15,Model,src/content/brands/macbook-air-15.md,9,93,477,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-m1/,macbook,,macbook-air-m1,Model,src/content/brands/macbook-air-m1.md,9,91,505,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-m2/,macbook,,macbook-air-m2,Model,src/content/brands/macbook-air-m2.md,9,91,517,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,macbook,,macbook-air-m3,Model,src/content/brands/macbook-air-m3.md,9,87,418,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-m4/,macbook,,macbook-air-m4,Model,src/content/brands/macbook-air-m4.md,9,93,482,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-air-m5/,macbook,,macbook-air-m5,Model,src/content/brands/macbook-air-m5.md,9,93,482,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-14/,macbook,,macbook-pro-14,Model,src/content/brands/macbook-pro-14.md,9,93,482,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-16/,macbook,,macbook-pro-16,Model,src/content/brands/macbook-pro-16.md,9,93,482,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m1/,macbook,,macbook-pro-m1,Model,src/content/brands/macbook-pro-m1.md,9,91,529,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m2/,macbook,,macbook-pro-m2,Model,src/content/brands/macbook-pro-m2.md,9,91,524,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m3/,macbook,,macbook-pro-m3,Model,src/content/brands/macbook-pro-m3.md,9,91,503,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m4/,macbook,,macbook-pro-m4,Model,src/content/brands/macbook-pro-m4.md,9,91,495,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/macbook-pro-m5/,macbook,,macbook-pro-m5,Model,src/content/brands/macbook-pro-m5.md,9,91,460,TBD,/รับซื้อโน๊ตบุ๊ค/macbook/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-cyborg-15/,msi,,msi-cyborg-15,Model,src/content/brands/msi-cyborg-15.md,9,93,484,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-katana-15/,msi,,msi-katana-15,Model,src/content/brands/msi-katana-15.md,9,93,484,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-modern/,msi,msi-modern,,Series,src/content/brands/msi-modern.md,8,91,663,TBD,/รับซื้อโน๊ตบุ๊ค/msi/ | /รับซื้อโน๊ตบุ๊ค/msi-modern/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-raider-18/,msi,,msi-raider-18,Model,src/content/brands/msi-raider-18.md,9,93,484,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-stealth-14/,msi,,msi-stealth-14,Model,src/content/brands/msi-stealth-14.md,9,93,479,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-stealth-16/,msi,,msi-stealth-16,Model,src/content/brands/msi-stealth-16.md,9,93,479,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/msi-vector-16-hx/,msi,,msi-vector-16-hx,Model,src/content/brands/msi-vector-16-hx.md,9,93,491,TBD,/รับซื้อโน๊ตบุ๊ค/msi/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/razer-blade/,razer,razer-blade,,Series,src/content/brands/razer-blade.md,7,87,430,TBD,/รับซื้อโน๊ตบุ๊ค/razer/ | /รับซื้อโน๊ตบุ๊ค/razer-blade/,popularModels|faqs|body_depth,B,medium
/รับซื้อโน๊ตบุ๊ค/samsung-galaxy-book/,samsung,,samsung-galaxy-book,Model,src/content/brands/samsung-galaxy-book.md,9,97,469,TBD,/รับซื้อโน๊ตบุ๊ค/samsung/,popularModels|faqs|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/surface-book/,surface,surface-book,,Series,src/content/brands/surface-book.md,9,87,448,TBD,/รับซื้อโน๊ตบุ๊ค/surface/ | /รับซื้อโน๊ตบุ๊ค/surface-book/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/surface-laptop-go/,surface,surface-laptop,surface-laptop-go,Model,src/content/brands/surface-laptop-go.md,7,92,392,TBD,/รับซื้อโน๊ตบุ๊ค/surface/ | /รับซื้อโน๊ตบุ๊ค/surface-laptop/,popularModels|faqs|body_depth,B,medium
/รับซื้อโน๊ตบุ๊ค/surface-laptop/,surface,surface-laptop,,Series,src/content/brands/surface-laptop.md,9,91,674,TBD,/รับซื้อโน๊ตบุ๊ค/surface/ | /รับซื้อโน๊ตบุ๊ค/surface-laptop/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/surface-pro/,surface,surface-pro,,Series,src/content/brands/surface-pro.md,9,91,694,TBD,/รับซื้อโน๊ตบุ๊ค/surface/ | /รับซื้อโน๊ตบุ๊ค/surface-pro/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,lenovo,,thinkpad-e14-e15,Model,src/content/brands/thinkpad-e14-e15.md,8,91,576,TBD,/รับซื้อโน๊ตบุ๊ค/lenovo/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,lenovo,thinkpad-t14,,Series,src/content/brands/thinkpad-t14.md,9,91,680,TBD,/รับซื้อโน๊ตบุ๊ค/lenovo/ | /รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,lenovo,,thinkpad-x1-carbon,Model,src/content/brands/thinkpad-x1-carbon.md,9,91,578,TBD,/รับซื้อโน๊ตบุ๊ค/lenovo/,popularModels|faqs|prose_hardware_mentions|body_depth,A,high
