model slug,field,rendered value,configuration scope,provenance record,official source,validation result
acer-nitro-v,display.displaySizes,15.6-inch · 16-inch,SERIES,acer-nitro-v:display.displaySizes,https://www.acer.com/us-en/laptops/nitro/nitro-v-16-amd,PASS
acer-nitro-v,display.refreshRates,144Hz · 165Hz · 180Hz,SERIES,acer-nitro-v:display.refreshRates,https://www.acer.com/gb-en/laptops/nitro/nitro-v-15/pdp/NH.QZAEK.004,PASS
acer-nitro-v,batteryCapacity,57Wh / 76Wh (ANV15 PDP samples),SERIES,acer-nitro-v:batteryCapacity,https://www.acer.com/us-en/laptops/nitro/nitro-v-15/pdp/NH.QN8AA.004,PASS
acer-nitro-v,chargerWattageOptions,135W,SERIES,acer-nitro-v:chargerWattageOptions,https://www.acer.com/us-en/laptops/nitro/nitro-v-15/pdp/NH.QN8AA.004,PASS
acer-nitro-v,knownModelFamilies,Nitro V 15 (ANV15) · Nitro V 16 (ANV16),SERIES,acer-nitro-v:knownModelFamilies,https://www.acer.com/us-en/laptops/nitro/nitro-v-16-amd,PASS
asus-zephyrus-g16,cpuOptions,AMD Ryzen AI 9 HX 370 (GA605 2024) · Intel Core Ultra 9 185H (GU605 2024),MODEL_FAMILY,asus-zephyrus-g16:cpuOptions,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,gpuOptions,NVIDIA GeForce RTX 4060 Laptop GPU · NVIDIA GeForce RTX 4070 Laptop GPU · NVIDIA GeForce RTX 4080 Laptop GPU · NVIDIA GeForce RTX 4090 Laptop GPU,MODEL_FAMILY,asus-zephyrus-g16:gpuOptions,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024/spec/,PASS
asus-zephyrus-g16,memory.ramConfigurations,16GB · 32GB,MODEL_FAMILY,asus-zephyrus-g16:memory.ramConfigurations,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,storage.storageOptions,1TB · 2TB,MODEL_FAMILY,asus-zephyrus-g16:storage.storageOptions,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,display.displaySizes,16-inch,MODEL_FAMILY,asus-zephyrus-g16:display.displaySizes,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,display.refreshRates,240Hz,MODEL_FAMILY,asus-zephyrus-g16:display.refreshRates,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,batteryCapacity,90Wh (2024 GA605 listing),MODEL_FAMILY,asus-zephyrus-g16:batteryCapacity,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
asus-zephyrus-g16,chargerWattageOptions,200W,MODEL_FAMILY,asus-zephyrus-g16:chargerWattageOptions,https://rog.asus.com/us/laptops/rog-zephyrus/rog-zephyrus-g16-2024-ga605/spec/,PASS
hp-victus-16,cpuOptions,AMD Ryzen 7 PRO 7840HS · AMD Ryzen 7 PRO 7840H · AMD Ryzen 5 PRO 7640HS · AMD Ryzen 5 PRO 7640H,MODEL_FAMILY,hp-victus-16:cpuOptions,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,gpuOptions,NVIDIA GeForce RTX 3050 · NVIDIA GeForce RTX 4050 · NVIDIA GeForce RTX 4060 · NVIDIA GeForce RTX 4070,MODEL_FAMILY,hp-victus-16:gpuOptions,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,memory.ramConfigurations,8GB · 16GB,MODEL_FAMILY,hp-victus-16:memory.ramConfigurations,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,storage.storageOptions,1TB,MODEL_FAMILY,hp-victus-16:storage.storageOptions,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,display.displaySizes,16.1-inch,MODEL_FAMILY,hp-victus-16:display.displaySizes,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,display.refreshRates,144Hz · 165Hz,MODEL_FAMILY,hp-victus-16:display.refreshRates,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
hp-victus-16,batteryCapacity,70Wh / 83Wh (MSG options),MODEL_FAMILY,hp-victus-16:batteryCapacity,https://kaas.hpcloud.hp.com/pdf-public/pdf_7911438_en-US-1.pdf,PASS
