source,verdict,templateHits,bodyLen,issues
src/content/locations/ยโสธร.md,PASS,0,2287,""
src/content/locations/ระนอง.md,PASS,0,2383,""
src/content/locations/ระยอง.md,PASS,0,2268,""
src/content/locations/รังสิต.md,PASS,0,2401,""
src/content/locations/ราชบุรี.md,PASS,0,2281,""
src/content/locations/รามคำแหง.md,PASS,0,2295,""
src/content/locations/ร้อยเอ็ด.md,PASS,0,2268,""
src/content/locations/ลพบุรี.md,PASS,0,2253,""
src/content/locations/ลาดพร้าว.md,PASS,0,2322,""
src/content/locations/ลำปาง.md,PASS,0,2292,""
src/content/locations/ลำพูน.md,PASS,0,2308,""
src/content/locations/ศรีสะเกษ.md,PASS,0,2268,""
src/content/locations/สกลนคร.md,PASS,0,2315,""
src/content/locations/สงขลา.md,PASS,0,2383,""
src/content/locations/สตูล.md,PASS,0,2300,""
src/content/locations/สมุทรปราการ.md,PASS,0,2343,""
src/content/locations/สมุทรสงคราม.md,PASS,0,2349,""
src/content/locations/สมุทรสาคร.md,PASS,0,2302,""
src/content/locations/สระบุรี.md,PASS,0,2398,""
src/content/locations/สระแก้ว.md,PASS,0,2402,""
src/content/locations/สิงห์บุรี.md,PASS,0,2336,""
src/content/locations/สุพรรณบุรี.md,PASS,0,2419,""
src/content/locations/สุราษฎร์ธานี.md,PASS,0,2334,""
src/content/locations/สุรินทร์.md,PASS,0,2406,""
src/content/locations/สุโขทัย.md,PASS,0,2306,""
src/content/locations/หนองคาย.md,PASS,0,2261,""
src/content/locations/หนองบัวลำภู.md,PASS,0,2334,""
src/content/locations/หาดใหญ่.md,PASS,0,2397,""
src/content/locations/ห้วยขวาง.md,PASS,0,2338,""
src/content/locations/อยุธยา.md,PASS,0,2314,""
src/content/locations/อำนาจเจริญ.md,PASS,0,2343,""
src/content/locations/อุดรธานี.md,PASS,0,2308,""
src/content/locations/อุตรดิตถ์.md,PASS,0,2293,""
src/content/locations/อุทัยธานี.md,PASS,0,2335,""
src/content/locations/อุบลราชธานี.md,PASS,0,2247,""
src/content/locations/อ่างทอง.md,PASS,0,2278,""
src/content/locations/เชียงราย.md,PASS,0,2313,""
src/content/locations/เชียงใหม่.md,PASS,0,2293,""
src/content/locations/เพชรบุรี.md,PASS,0,2315,""
src/content/locations/เพชรบูรณ์.md,PASS,0,2337,""
src/content/locations/เลย.md,PASS,0,2371,""
src/content/locations/แพร่.md,PASS,0,2285,""
src/content/locations/แม่ฮ่องสอน.md,PASS,0,2420,""
src/content/locations/ใกล้ฉัน.md,PASS,0,2420,""
src/content/blog/gaming-notebook-มือสองขายได้ราคาดีกว่าไหม.md,PASS,0,9380,""
src/content/blog/macbook-battery-health-มีผลต่อราคาไหม.md,PASS,0,1420,""
src/content/blog/macbook-cycle-count-เท่าไหร่ถึงราคาตก.md,PASS,0,1403,""
src/content/blog/macbook-คีย์บอร์ดเสีย-ขายได้ไหม.md,PASS,0,1412,""
src/content/blog/macbook-จอร้าว-ขายได้ไหม.md,PASS,0,277,""
src/content/blog/macbook-ชาร์จไม่เข้า-ขายได้ไหม.md,PASS,0,1371,""
src/content/blog/macbook-ติด-mdm-ขายได้ไหม.md,PASS,0,348,""
src/content/blog/macbook-แบตบวม-ขายได้ไหม.md,PASS,0,1316,""
src/content/blog/macbook-ไม่มีกล่อง-ไม่มีใบเสร็จ-ขายได้ไหม.md,PASS,0,3237,""
src/content/blog/macbook-ไม่มีที่ชาร์จ-ขายได้ไหม.md,PASS,0,290,""
src/content/blog/ram-8gb-กับ-16gb-มีผลต่อราคารับซื้อไหม.md,PASS,0,1412,""
src/content/blog/ssd-256gb-512gb-1tb-มีผลต่อราคาอย่างไร.md,PASS,0,1334,""
src/content/blog/ssd-เสียขายได้ไหม.md,PASS,0,1661,""
src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คบอร์ดเสียช็อต-ค่าซ่อมไม่คุ้ม.md,PASS,0,3213,""
src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คองค์กร-20-เครื่อง-ปลด-asset-tag.md,PASS,0,3765,""
src/content/blog/กรณีศึกษา-รับซื้อโน๊ตบุ๊คโดนน้ำหก-บอร์ดช็อตเปิดไม่ติด.md,PASS,0,2848,""
src/content/blog/ก่อนขายโน๊ตบุ๊คต้องล้างข้อมูลอย่างไร.md,PASS,0,3675,""
src/content/blog/ขาย-macbook-ต้องเตรียมอะไรบ้าง.md,PASS,0,9291,""
src/content/blog/ขายโน๊ตบุ๊ค-และขายโน๊ตบุ๊คมือสอง-คู่มือเตรียมเครื่องและปิดดีล.md,PASS,0,8397,""
src/content/blog/ขายโน๊ตบุ๊ค-ไม่มีกล่อง-ไม่มีใบเสร็จ.md,PASS,0,788,""
src/content/blog/ขายโน๊ตบุ๊คที่ไหนดี-ได้ราคาและปลอดภัย.md,PASS,0,9694,""
src/content/blog/ขายโน๊ตบุ๊คนักศึกษา-ต้องล้างข้อมูลอะไรบ้าง.md,PASS,0,1234,""
src/content/blog/ขายโน๊ตบุ๊คบริษัท-ต้องเตรียมอะไร.md,PASS,0,1290,""
src/content/blog/ขายโน๊ตบุ๊คมี-asset-tag-ได้ไหม.md,PASS,0,1130,""
src/content/blog/ขายโน๊ตบุ๊คไม่มีกล่อง-ไม่มีที่ชาร์จ-ไม่มีใบเสร็จ-พร้อมกันได้ไหม.md,PASS,0,1035,""
src/content/blog/มีรอยบุบกับรอยขีดข่วน-ราคาต่างกันไหม.md,PASS,0,1347,""
src/content/blog/รับซื้อ-acer-nitro-predator-ราคาเท่าไหร่.md,PASS,0,1350,""
src/content/blog/รับซื้อ-acer-nitro-v-helios-ราคาเท่าไหร่.md,PASS,0,721,""
src/content/blog/รับซื้อ-acer-swift-aspire-ราคาเท่าไหร่.md,PASS,0,1234,""
src/content/blog/รับซื้อ-acer-travelmate-ราคาเท่าไหร่.md,PASS,0,1361,""
src/content/blog/รับซื้อ-alienware-m16-x16-ราคาเท่าไหร่.md,PASS,0,633,""
src/content/blog/รับซื้อ-asus-expertbook-ราคาเท่าไหร่.md,PASS,0,1367,""
src/content/blog/รับซื้อ-asus-rog-strix-zephyrus-ราคาเท่าไหร่.md,PASS,0,1039,""
src/content/blog/รับซื้อ-asus-tuf-rog-ราคาเท่าไหร่.md,PASS,0,2513,""
src/content/blog/รับซื้อ-asus-zenbook-vivobook-ราคาเท่าไหร่.md,PASS,0,1259,""
src/content/blog/รับซื้อ-dell-alienware-g-series-ราคาเท่าไหร่.md,PASS,0,1239,""
src/content/blog/รับซื้อ-dell-inspiron-latitude-xps-ราคาเท่าไหร่.md,PASS,0,287,""
src/content/blog/รับซื้อ-dell-latitude-xps-ราคาเท่าไหร่.md,PASS,0,1480,""
src/content/blog/รับซื้อ-dell-vostro-ราคาเท่าไหร่.md,PASS,0,313,""
src/content/blog/รับซื้อ-gaming-notebook-rtx-3050-4050-4060-ราคาเท่าไหร่.md,PASS,0,1237,""
src/content/blog/รับซื้อ-gaming-notebook-rtx-4070-4080-4090-ราคาเท่าไหร่.md,PASS,0,668,""
src/content/blog/รับซื้อ-gigabyte-aorus-ราคาเท่าไหร่.md,PASS,0,289,""
src/content/blog/รับซื้อ-honor-magicbook-ราคาเท่าไหร่.md,PASS,0,1194,""
src/content/blog/รับซื้อ-hp-elitebook-probook-ราคาเท่าไหร่.md,PASS,0,1459,""
src/content/blog/รับซื้อ-hp-pavilion-envy-elitebook-probook-ราคาเท่าไหร่.md,PASS,0,354,""
src/content/blog/รับซื้อ-hp-spectre-x360-ราคาเท่าไหร่.md,PASS,0,277,""
src/content/blog/รับซื้อ-hp-victus-15-16-omen-16-ราคาเท่าไหร่.md,PASS,0,519,""
src/content/blog/รับซื้อ-hp-victus-omen-ราคาเท่าไหร่.md,PASS,0,1219,""
src/content/blog/รับซื้อ-huawei-matebook-ราคาเท่าไหร่.md,PASS,0,1264,""
src/content/blog/รับซื้อ-lenovo-ideapad-yoga-ราคาเท่าไหร่.md,PASS,0,302,""
src/content/blog/รับซื้อ-lenovo-legion-5-pro-ราคาเท่าไหร่.md,PASS,0,618,""
src/content/blog/รับซื้อ-lenovo-legion-loq-ราคาเท่าไหร่.md,PASS,0,734,""
src/content/blog/รับซื้อ-lenovo-thinkbook-ราคาเท่าไหร่.md,PASS,0,314,""
src/content/blog/รับซื้อ-lg-gram-ราคาเท่าไหร่.md,PASS,0,294,""
src/content/blog/รับซื้อ-macbook-air-13-15-ราคาเท่าไหร่.md,PASS,0,355,""
src/content/blog/รับซื้อ-macbook-air-m1-ราคาเท่าไหร่.md,PASS,0,2692,""
src/content/blog/รับซื้อ-macbook-air-m2-ราคาเท่าไหร่.md,PASS,0,914,""
src/content/blog/รับซื้อ-macbook-air-m3-ราคาเท่าไหร่.md,PASS,0,799,""
src/content/blog/รับซื้อ-macbook-air-m4-ราคาเท่าไหร่.md,PASS,0,774,""
src/content/blog/รับซื้อ-macbook-air-m5-ราคาเท่าไหร่.md,PASS,0,935,""
src/content/blog/รับซื้อ-macbook-pro-14-16-ราคาเท่าไหร่.md,PASS,0,338,""
src/content/blog/รับซื้อ-macbook-pro-m1-ราคาเท่าไหร่.md,PASS,0,734,""
src/content/blog/รับซื้อ-macbook-pro-m2-ราคาเท่าไหร่.md,PASS,0,696,""
src/content/blog/รับซื้อ-macbook-pro-m3-ราคาเท่าไหร่.md,PASS,0,722,""
src/content/blog/รับซื้อ-macbook-pro-m4-ราคาเท่าไหร่.md,PASS,0,763,""
src/content/blog/รับซื้อ-macbook-pro-m5-ราคาเท่าไหร่.md,PASS,0,767,""
src/content/blog/รับซื้อ-msi-katana-15-cyborg-15-stealth-ราคาเท่าไหร่.md,PASS,0,591,""
src/content/blog/รับซื้อ-msi-katana-cyborg-stealth-raider-ราคาเท่าไหร่.md,PASS,0,711,""
src/content/blog/รับซื้อ-msi-modern-ราคาเท่าไหร่.md,PASS,0,274,""
src/content/blog/รับซื้อ-notebook-คู่มือผู้ขายจากสเปกถึงการนัดรับ.md,PASS,0,8065,""
src/content/blog/รับซื้อ-razer-blade-ราคาเท่าไหร่.md,PASS,0,291,""
src/content/blog/รับซื้อ-samsung-galaxy-book-ราคาเท่าไหร่.md,PASS,0,259,""
src/content/blog/รับซื้อ-surface-laptop-go-book-pro-ราคาเท่าไหร่.md,PASS,0,298,""
src/content/blog/รับซื้อ-surface-laptop-pro-ราคาเท่าไหร่.md,PASS,0,1393,""
src/content/blog/รับซื้อ-thinkpad-x1-carbon-t14-e14-e15-ราคาเท่าไหร่.md,PASS,0,1452,""
src/content/blog/รับซื้อโน๊ตบุ๊ค-core-i5-i7-ryzen-5-7-ราคาเท่าไหร่.md,PASS,0,3545,""
src/content/blog/รับซื้อโน๊ตบุ๊ค-คู่มือครบวงจรสำหรับผู้ขาย.md,PASS,0,8640,""
src/content/blog/รับซื้อโน๊ตบุ๊ค-ราคาเท่าไหร่.md,PASS,0,3156,""
src/content/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก.md,PASS,0,7925,""
src/content/blog/รับซื้อโน๊ตบุ๊คออนไลน์-ส่งรูปประเมินราคาผ่านไลน์.md,PASS,0,929,""
src/content/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก.md,PASS,0,8231,""
src/content/blog/ร้านรับซื้อโน๊ตบุ๊ค-เช็คราคาโน๊ตบุ๊ค-ประเมินราคา-คีย์หลัก.md,PASS,0,2737,""
src/content/blog/วิธีดูรุ่นโน๊ตบุ๊ค-windows-ก่อนส่งประเมินราคา.md,PASS,0,3787,""
src/content/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค.md,PASS,0,3528,""
src/content/blog/วิธีเช็คสุขภาพแบตโน๊ตบุ๊ค-windows.md,PASS,0,2365,""
src/content/blog/วิธีเช็คสเปกโน๊ตบุ๊ค-windows-ก่อนขาย.md,PASS,0,733,""
src/content/blog/อะไรทำให้ราคาโน๊ตบุ๊คมือสองลดลง.md,PASS,0,3229,""
src/content/blog/ฮาร์ดดิสก์กับ-ssd-ผลต่อราคารับซื้อโน๊ตบุ๊คมือสอง.md,PASS,0,1492,""
src/content/blog/ฮาร์ดดิสก์เสียขายได้ไหม.md,PASS,0,1608,""
src/content/blog/เช็คราคาโน๊ตบุ๊ค-ตีราคาโน๊ตบุ๊ค-ประเมินราคา-ต่างกันอย่างไร.md,PASS,0,8399,""
src/content/blog/เช็คลิสต์ถ่ายรูปโน๊ตบุ๊คก่อนส่งประเมินราคา.md,PASS,0,1682,""
src/content/blog/โน๊ตบุ๊ค-hdmi-เสียขายได้ไหม.md,PASS,0,1415,""
src/content/blog/โน๊ตบุ๊คคีย์บอร์ดเสียขายได้ไหม.md,PASS,0,1886,""
src/content/blog/โน๊ตบุ๊คค้างบ่อยขายได้ไหม.md,PASS,0,1487,""
src/content/blog/โน๊ตบุ๊คจอกระพริบขายได้ไหม.md,PASS,0,1617,""
src/content/blog/โน๊ตบุ๊คจอฟ้าขายได้ไหม.md,PASS,0,1376,""
src/content/blog/โน๊ตบุ๊คจอมีเส้นขายได้ไหม.md,PASS,0,1131,""
src/content/blog/โน๊ตบุ๊คจอแตกยังมีราคาไหม.md,PASS,0,8455,""
src/content/blog/โน๊ตบุ๊คจอไม่ติดแต่เครื่องติดขายได้ไหม.md,PASS,0,1287,""
src/content/blog/โน๊ตบุ๊คชาร์จไม่เข้า-พอร์ตชาร์จเสียขายได้ไหม.md,PASS,0,1861,""
src/content/blog/โน๊ตบุ๊คช่องหูฟังเสียขายได้ไหม.md,PASS,0,1306,""
src/content/blog/โน๊ตบุ๊คติดรหัส-windows-ขายได้ไหม.md,PASS,0,1092,""
src/content/blog/โน๊ตบุ๊คทัชสกรีนเสียขายได้ไหม.md,PASS,0,1332,""
src/content/blog/โน๊ตบุ๊คบลูทูธใช้ไม่ได้ขายได้ไหม.md,PASS,0,1232,""
src/content/blog/โน๊ตบุ๊คบอดี้แตกขายได้ไหม.md,PASS,0,1197,""
src/content/blog/โน๊ตบุ๊คบานพับแตกขายได้ไหม.md,PASS,0,1353,""
src/content/blog/โน๊ตบุ๊คบูตวนขายได้ไหม.md,PASS,0,1260,""
src/content/blog/โน๊ตบุ๊คฝาหลังบวมขายได้ไหม.md,PASS,0,1314,""
src/content/blog/โน๊ตบุ๊คฝาหลังร้าวขายได้ไหม.md,PASS,0,1252,""
src/content/blog/โน๊ตบุ๊คพอร์ต-type-c-เสียขายได้ไหม.md,PASS,0,1384,""
src/content/blog/โน๊ตบุ๊คพอร์ตแลนเสียขายได้ไหม.md,PASS,0,1224,""
src/content/blog/โน๊ตบุ๊คพัดลมดังขายได้ไหม.md,PASS,0,1324,""
src/content/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม.md,PASS,0,1589,""
src/content/blog/โน๊ตบุ๊ครีสตาร์ทเองขายได้ไหม.md,PASS,0,1231,""
src/content/blog/โน๊ตบุ๊คร้อนจัดดับเองขายได้ไหม.md,PASS,0,1364,""
src/content/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม.md,PASS,0,8794,""
src/content/blog/โน๊ตบุ๊คเสียขายได้ไหม.md,PASS,0,3558,""
src/content/blog/โน๊ตบุ๊คแบตบวมขายได้ไหม.md,PASS,0,1889,""
src/content/blog/โน๊ตบุ๊คแบตเสื่อมขายได้ไหม.md,PASS,0,9015,""
src/content/blog/โน๊ตบุ๊คโดนน้ำขายได้ไหม.md,PASS,0,1327,""
src/content/blog/โน๊ตบุ๊คไฟไม่เข้าขายได้ไหม.md,PASS,0,1392,""
src/content/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม.md,PASS,0,632,""
