source_url,page_type,last_crawl,production_status,indexability,in_sitemap,canonical,duplicate_title,duplicate_description,duplicate_h1,near_duplicate_body,template_overlap,cannibalization,thin_content,generic_location_content,generic_model_content,internal_linking_weakness,existing_indexed_substitute,canonical_mismatch,historical_noindex,crawl_recency,business_value,decision,reason
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/คีย์บอร์ดเสีย/,location_child,2026-07-04,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/คีย์บอร์ดเสีย/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,26 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม/,blog,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม/,false,false,false,medium,medium,low,medium,false,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,NO_ACTION,No technical regression or exact consolidation target is established; retain and monitor.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครปฐม/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หาดใหญ่/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทยา/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สตูล/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สตูล/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชัยนาท/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชัยนาท/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/วิธีขายโน๊ตบุ๊ค/,core,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/วิธีขายโน๊ตบุ๊ค/,false,false,false,medium,medium,low,low,false,not_applicable,false,none_confirmed,false,none observed,26 days at export,high,IMPROVE,Indexable business-relevant page warrants a future page-specific quality pass; Batch 2A does not alter non-discovered targets.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครพนม/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/,location_or_service,2026-07-04,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุดรธานี/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,26 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงราย/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงราย/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ฉะเชิงเทรา/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สระบุรี/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สระบุรี/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบุรี/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เพชรบุรี/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/แพร่/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ลำปาง/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครศรีธรรมราช/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/นครศรีธรรมราช/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พัทลุง/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พังงา/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อุตรดิตถ์/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตราด/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/พิษณุโลก/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชุมพร/ไฟไม่เข้า/,location_child,2026-07-03,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ชุมพร/ไฟไม่เข้า/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,27 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ประจวบคีรีขันธ์/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ประจวบคีรีขันธ์/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/เชียงใหม่/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ภูเก็ต/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตรัง/,location_or_service,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ตรัง/,false,false,false,medium,high,low,low,true,not_applicable,false,none_confirmed,false,none observed,27 days at export,medium,CONSOLIDATE_LATER,Indexable location page has substantial template overlap; review as a cohort after longer GSC observation.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อ-hp-pavilion-envy-elitebook-probook-ราคาเท่าไหร่/,blog,2026-07-03,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/รับซื้อ-hp-pavilion-envy-elitebook-probook-ราคาเท่าไหร่/,false,false,false,medium,medium,low,medium,false,not_applicable,true,none_confirmed,false,none observed,27 days at export,medium,NO_ACTION,No technical regression or exact consolidation target is established; retain and monitor.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/dell/,location_child,2026-06-17,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/dell/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,43 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/เปิดไม่ติด/,location_child,2026-06-16,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ราชบุรี/เปิดไม่ติด/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,44 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/จอแตก/,location_child,2026-06-15,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ปราจีนบุรี/จอแตก/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,45 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บึงกาฬ/gaming/,location_child,2026-06-15,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/บึงกาฬ/gaming/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,45 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/เมนบอร์ดเสีย/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/กระบี่/เมนบอร์ดเสีย/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/จอแตก/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อำนาจเจริญ/จอแตก/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุพรรณบุรี/ใช้งานปกติ/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สุพรรณบุรี/ใช้งานปกติ/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/ฮาร์ดดิสก์เสีย/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สมุทรปราการ/ฮาร์ดดิสก์เสีย/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/จอแตก/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ห้วยขวาง/จอแตก/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ระนอง/แบตเสื่อม/,location_child,2026-06-14,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/ระนอง/แบตเสื่อม/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,46 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองบัวลำภู/dell/,location_child,2026-06-13,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/หนองบัวลำภู/dell/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,47 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/acer/,location_child,2026-06-13,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/อ่างทอง/acer/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,47 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/ทัชสกรีนเสีย/,location_child,2026-06-13,200,noindex,false,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/สงขลา/ทัชสกรีนเสีย/,false,false,false,high,high,medium,medium,true,not_applicable,true,parent_location_and_entity_hubs,false,current noindex,47 days at export,low,KEEP_UNINDEXED,Intentional location-child noindex remains self-canonical and outside sitemap.
https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม/,blog,2026-06-11,200,indexable,true,https://ร้านรับซื้อโน๊ตบุ๊ค.com/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม/,false,false,false,medium,medium,low,medium,false,not_applicable,true,none_confirmed,false,none observed,49 days at export,medium,NO_ACTION,No technical regression or exact consolidation target is established; retain and monitor.
